"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"SL","2023-08-08","85.3","-2.06","5.82","Ohtani, Shohei",660271,596001,,"foul",,,,,9,"Shohei Ohtani flies out to center fielder AJ Pollock.   Luis Rengifo to 3rd.","R","L","R","LAA","SF","S",,,0,0,2023,"1.25","0.29","0.75","2.03",,650859,,1,2,"Bot",,,,,666165,,,4.074278741924599,-124.15244811979117,-3.103955023854481,11.819336536384718,28.487762854724988,-28.7596217290171,"3.47","1.63",,,,"84.4",2416,"6",717068,596001,666165,664774,642731,605204,543063,592626,572041,624424,"54.49",,,,,,,,17,1,"Slider",4,0,4,0,0,4,4,0,"Standard","Standard",53,"0","-0.047"
"CH","2023-08-08","85.4","2.05","4.74","Ohtani, Shohei",660271,622072,"field_out","hit_into_play",,,,,8,"Shohei Ohtani lines out sharply to right fielder Michael Conforto.","R","L","L","LAA","SF","X",9,"line_drive",0,1,2023,"1.44","0.29","-0.24","2.1",,,,0,5,"Bot",170.74,75.81,,,666165,,,-8.272398440879035,-124.16559981740839,-0.5033230574411851,16.55760539882417,24.45841241558203,-29.28071739834351,"3.47","1.63",325,"109.1",15,"85.3",1704,"6.2",717068,622072,666165,664774,642731,605204,543063,592626,682641,624424,"54.27",0.671,0.772,"0",1,0,0,6,42,2,"Changeup",4,3,4,3,3,4,4,3,,"Standard",92,"-0.021","-0.2"
"CH","2023-08-08","85.2","2.09","4.92","Ohtani, Shohei",660271,622072,,"foul",,,,,12,"Shohei Ohtani lines out sharply to right fielder Michael Conforto.","R","L","L","LAA","SF","S",,,0,0,2023,"1.32","0.07","0.51","3.6",,,,0,5,"Bot",,,,,666165,,,-6.344695520925453,-123.83282506367973,3.075602912501065,14.901118283862445,24.87577132459118,-32.300318858862994,"3.47","1.63",178,"67.5",23,"84.9",1724,"6.2",717068,622072,666165,664774,642731,605204,543063,592626,682641,624424,"54.3",,,,,,,,42,1,"Changeup",4,3,4,3,3,4,4,3,,"Standard",88,"0","-0.038"
"SI","2023-08-08","93.3","1.85","5.77","Ohtani, Shohei",660271,518397,"single","hit_into_play",,,,,12,"Shohei Ohtani singles on a ground ball to center fielder AJ Pollock.   Luis Rengifo scores.","R","L","L","LAA","SF","X",8,"ground_ball",3,1,2023,"1.01","0.63","1.2","2.58",,650859,,0,1,"Bot",141.05,101.87,,,666165,,,-3.887458980487407,-135.7430364899546,-3.8044564668037344,13.332549865965763,30.531663328072675,-23.79814799634554,"3.47","1.63",65,"82.2",3,"93.3",2265,"6.3",717068,518397,666165,664774,642731,605204,543063,592626,572041,624424,"54.16",0.257,0.249,"0.9",1,1,0,2,5,5,"Sinker",0,0,0,0,0,1,1,0,"Standard","Standard",134,"0.072","0.515"
"SI","2023-08-08","93.5","1.87","5.68","Ohtani, Shohei",660271,518397,,"ball",,,,,13,"Shohei Ohtani singles on a ground ball to center fielder AJ Pollock.   Luis Rengifo scores.","R","L","L","LAA","SF","B",,,2,1,2023,"0.89","0.68","-1.1","2.24",,650859,,0,1,"Bot",,,,,666165,,,-9.607477406927297,-135.77868293609924,-4.6203047176318,13.120687819698432,29.2869857813304,-22.907697733643126,"3.51","1.63",,,,"93.5",2302,"6.3",717068,518397,666165,664774,642731,605204,543063,592626,572041,624424,"54.15",,,,,,,,5,4,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",135,"0","0.139"
"SL","2023-08-08","85.2","1.91","5.71","Ohtani, Shohei",660271,518397,,"ball",,,,,13,"Shohei Ohtani singles on a ground ball to center fielder AJ Pollock.   Luis Rengifo scores.","R","L","L","LAA","SF","B",,,1,1,2023,"-0.35","-0.1","-0.5","0.69",,650859,,0,1,"Bot",,,,,666165,,,-4.953197870418002,-123.98480279118813,-5.285377574124885,-2.6201582402675316,24.76356011161131,-32.3190009395145,"3.51","1.67",,,,"85.1",2621,"6.2",717068,518397,666165,664774,642731,605204,543063,592626,572041,624424,"54.29",,,,,,,,5,3,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",295,"0","0.068"
"SL","2023-08-08","83.6","1.91","5.74","Ohtani, Shohei",660271,518397,,"called_strike",,,,,13,"Shohei Ohtani singles on a ground ball to center fielder AJ Pollock.   Luis Rengifo scores.","R","L","L","LAA","SF","S",,,1,0,2023,"-0.43","-0.02","-0.86","2.15",,650859,,0,1,"Bot",,,,,666165,,,-5.5168222972594805,-121.71079357368464,-1.7800295430819406,-3.154570166985728,24.968826123291212,-32.20027118147309,"3.51","1.64",,,,"83.4",2585,"6.2",717068,518397,666165,664774,642731,605204,543063,592626,572041,624424,"54.27",,,,,,,,5,2,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",335,"0","-0.082"
"SL","2023-08-08","80.8","1.8","5.65","Ohtani, Shohei",660271,518397,,"ball",,,,,11,"Shohei Ohtani singles on a ground ball to center fielder AJ Pollock.   Luis Rengifo scores.","R","L","L","LAA","SF","B",,,0,0,2023,"-0.4","-0.28","-1.62","2.85",,650859,,0,1,"Bot",,,,,666165,,,-6.8175431285124555,-117.46578689138042,1.0136451457532047,-2.308396021973459,23.71486324763313,-35.222810797929675,"3.51","1.63",,,,"80.3",2400,"6.1",717068,518397,666165,664774,642731,605204,543063,592626,572041,624424,"54.38",,,,,,,,5,1,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",299,"0","0.048"
"CH","2023-08-07","89.1","-1.31","4.84","Ohtani, Shohei",660271,657277,"double","hit_into_play",,,,,7,"Shohei Ohtani doubles (19) on a sharp ground ball to center fielder Luis Matos.","R","L","R","LAA","SF","X",8,"ground_ball",1,2,2023,"-1.17","-0.16","-0.53","1.53",,,,0,6,"Bot",154.04,74.26,,,672275,,,4.461470650882996,-129.79742754917066,-1.818114529772154,-14.204910696597842,26.66765806557989,-33.79790401702684,"3.47","1.61",134,"106",6,"90.6",1455,"7.1",717090,657277,672275,527038,664029,605204,642731,596103,682641,572041,"53.39",0.62,0.558,"1.25",1,1,1,4,42,4,"Changeup",0,1,0,1,1,0,0,1,,"Standard",257,"0.109","0.699"
"CH","2023-08-07","88.5","-1.35","4.75","Ohtani, Shohei",660271,657277,,"ball",,,,,13,"Shohei Ohtani doubles (19) on a sharp ground ball to center fielder Luis Matos.","R","L","R","LAA","SF","B",,,0,2,2023,"-1.12","-0.51","-0.48","1.38",,,,0,6,"Bot",,,,,672275,,,4.551502762184169,-128.80752197370302,-1.078354873747642,-13.461988865851646,27.445365704261977,-37.80048145145264,"3.47","1.61",,,,"89.6",1334,"7",717090,657277,672275,527038,664029,605204,642731,596103,682641,572041,"53.49",,,,,,,,42,3,"Changeup",0,1,0,1,1,0,0,1,,"Standard",268,"0","0.022"
"CH","2023-08-07","89.3","-1.32","4.75","Ohtani, Shohei",660271,657277,,"foul",,,,,13,"Shohei Ohtani doubles (19) on a sharp ground ball to center fielder Luis Matos.","R","L","R","LAA","SF","S",,,0,1,2023,"-1.3","-0.4","-0.2","1.29",,,,0,6,"Bot",,,,,672275,,,5.573083371412077,-129.83410483024986,-1.6029034238744289,-15.900723588683087,29.3844136875786,-36.546772963869394,"3.47","1.61",3,"81.2",-26,"90",1511,"7",717090,657277,672275,527038,664029,605204,642731,596103,682641,572041,"53.53",,,,,,,,42,2,"Changeup",0,1,0,1,1,0,0,1,,"Standard",266,"0","-0.049"
"SL","2023-08-07","84.1","-1.47","4.88","Ohtani, Shohei",660271,657277,,"called_strike",,,,,7,"Shohei Ohtani doubles (19) on a sharp ground ball to center fielder Luis Matos.","R","L","R","LAA","SF","S",,,0,0,2023,"0.97","0.36","-0.31","2.04",,,,0,6,"Bot",,,,,672275,,,0.7831375635516892,-122.42046841538699,-0.8785420384630399,9.540969369083012,25.61237000537161,-28.61519581923743,"3.47","1.65",,,,"84.8",2490,"6.8",717090,657277,672275,527038,664029,605204,642731,596103,682641,572041,"53.67",,,,,,,,42,1,"Slider",0,1,0,1,1,0,0,1,,"Standard",36,"0","-0.038"
"CH","2023-08-07","87","-1.26","4.9","Ohtani, Shohei",660271,657277,"field_out","hit_into_play",,,,,7,"Shohei Ohtani grounds out to first baseman Wilmer Flores.   Randal Grichuk to 3rd.    Luis Rengifo to 2nd.","R","L","R","LAA","SF","X",3,"ground_ball",2,2,2023,"-1.2","-0.58","-0.51","2.19",,545341,650859,1,3,"Bot",158.28,166.93,,,672275,,,4.325876792480064,-126.56746132523101,0.954856963877323,-13.754762773284554,27.57294043723262,-38.85861276811526,"3.47","1.61",5,"92",-25,"88",1410,"7.1",717090,657277,672275,527038,664029,605204,642731,596103,682641,572041,"53.42",0.106,0.116,"0",1,0,0,2,22,5,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",272,"-0.031","-0.552"
"CH","2023-08-07","86.6","-1.29","4.9","Ohtani, Shohei",660271,657277,,"swinging_strike",,,,,8,"Shohei Ohtani grounds out to first baseman Wilmer Flores.   Randal Grichuk to 3rd.    Luis Rengifo to 2nd.","R","L","R","LAA","SF","S",,,2,1,2023,"-1","-0.38","-0.15","1.74",,545341,650859,1,3,"Bot",,,,,672275,,,4.807639117118262,-126.03700280317294,-0.5433691788156165,-11.626635135505532,26.53562750988247,-36.310264897849144,"3.47","1.61",,,,"87.5",1464,"6.9",717090,657277,672275,527038,664029,605204,642731,596103,682641,572041,"53.58",,,,,,,,22,4,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",271,"0","-0.137"
"SL","2023-08-07","85.4","-1.44","4.83","Ohtani, Shohei",660271,657277,,"ball",,,,,14,"Shohei Ohtani grounds out to first baseman Wilmer Flores.   Randal Grichuk to 3rd.    Luis Rengifo to 2nd.","R","L","R","LAA","SF","B",,,1,1,2023,"0.94","-0.24","0.46","0.94",,545341,650859,1,3,"Bot",,,,,672275,,,2.59163658264833,-124.30424273530224,-2.3513097725645853,9.118092590376305,27.456807328987356,-34.327542924862804,"3.47","1.59",,,,"86.3",2470,"7.1",717090,657277,672275,527038,664029,605204,642731,596103,682641,572041,"53.44",,,,,,,,22,3,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",42,"0","0.076"
"CH","2023-08-07","86.2","-1.28","4.84","Ohtani, Shohei",660271,657277,,"swinging_strike",,,,,13,"Shohei Ohtani grounds out to first baseman Wilmer Flores.   Randal Grichuk to 3rd.    Luis Rengifo to 2nd.","R","L","R","LAA","SF","S",,,1,0,2023,"-0.96","-0.58","-0.87","1.73",,545341,650859,1,3,"Bot",,,,,672275,,,2.967989476554717,-125.5638737549358,0.041800151512945805,-10.741324724582054,26.230406262546335,-38.48996627956291,"3.47","1.61",,,,"87.2",1490,"6.9",717090,657277,672275,527038,664029,605204,642731,596103,682641,572041,"53.56",,,,,,,,22,2,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",271,"0","-0.099"
"CH","2023-08-07","89","-1.23","4.9","Ohtani, Shohei",660271,657277,,"ball",,,,,14,"Shohei Ohtani grounds out to first baseman Wilmer Flores.   Randal Grichuk to 3rd.    Luis Rengifo to 2nd.","R","L","R","LAA","SF","B",,,0,0,2023,"-1.41","0.03","0.07","1.35",,545341,650859,1,3,"Bot",,,,,672275,,,6.232601580085991,-129.50599980923474,-2.721034363540486,-17.211005117594173,27.918568677294957,-31.50882679585854,"3.47","1.66",,,,"90.1",1558,"7",717090,657277,672275,527038,664029,605204,642731,596103,682641,572041,"53.46",,,,,,,,22,1,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",265,"0","0.082"
"CH","2023-08-07","88.4","-1.37","4.92","Ohtani, Shohei",660271,657277,"single","hit_into_play",,,,,4,"Shohei Ohtani singles on a sharp ground ball to center fielder Luis Matos.","R","L","R","LAA","SF","X",8,"ground_ball",3,2,2023,"-0.94","-0.48","-0.54","2.47",,,,1,1,"Bot",122.99,120.92,,,672275,,,4.015089712622195,-128.6119901614455,1.1464838763152525,-11.240900939678543,27.36089023712885,-37.91506560898237,"3.47","1.61",26,"111.4",-4,"89.4",1444,"7",717090,657277,672275,527038,664029,605204,642731,596103,682641,572041,"53.51",0.443,0.399,"0.9",1,1,0,4,6,6,"Changeup",0,0,0,0,0,0,0,0,,"Standard",270,"0.024","0.225"
"CH","2023-08-07","89.4","-1.35","4.88","Ohtani, Shohei",660271,657277,,"foul",,,,,7,"Shohei Ohtani singles on a sharp ground ball to center fielder Luis Matos.","R","L","R","LAA","SF","S",,,3,1,2023,"-1.52","-0.23","-0.34","1.89",,,,1,1,"Bot",,,,,672275,,,5.784945974893232,-130.1093818550025,-0.8551309099937722,-18.464353919027353,28.083757063949378,-34.815883466050884,"3.47","1.61",4,"71.9",-24,"90.7",1622,"7.1",717090,657277,672275,527038,664029,605204,642731,596103,682641,572041,"53.39",,,,,,,,6,5,"Changeup",0,0,0,0,0,0,0,0,,"Standard",262,"0","-0.066"
"SL","2023-08-07","73.7","-3.85","1","Ohtani, Shohei",660271,643511,"field_out","hit_into_play",,,,,2,"Shohei Ohtani flies out sharply to right fielder AJ Pollock.","R","L","R","LAA","SF","X",9,"fly_ball",1,1,2023,"0.49","1.63","0.1","3.36",,,650859,1,7,"Bot",187.21,96.9,,,672275,,,7.11394649752077,-106.68592127205085,9.31734869201216,2.4110202564773577,19.56759981954545,-21.810033627261905,"3.47","1.61",294,"106.2",54,"72.9",2332,"6.1",717090,643511,672275,527038,664029,605204,642731,596103,682641,572041,"54.39",0.017,0.022,"0",1,0,0,3,56,3,"Slider",3,2,3,2,2,3,3,2,"Standard","Standard",120,"-0.023","-0.283"
"SI","2023-08-07","93.8","-1.2","5.02","Ohtani, Shohei",660271,657277,,"swinging_strike",,,,,8,"Shohei Ohtani singles on a sharp ground ball to center fielder Luis Matos.","R","L","R","LAA","SF","S",,,3,0,2023,"-1.37","0.05","0.01","2.01",,,,1,1,"Bot",,,,,672275,,,6.2605952623097405,-136.45215674641784,-2.1638743506946594,-18.54567883657096,31.348131157449778,-31.225085487240246,"3.47","1.61",,,,"94.9",1772,"7",717090,657277,672275,527038,664029,605204,642731,596103,682641,572041,"53.46",,,,,,,,6,4,"Sinker",0,0,0,0,0,0,0,0,,"Standard",251,"0","-0.052"
"SL","2023-08-07","72","-3.94","0.98","Ohtani, Shohei",660271,643511,,"ball",,,,,13,"Shohei Ohtani flies out sharply to right fielder AJ Pollock.","R","L","R","LAA","SF","B",,,0,1,2023,"0.83","1.61","-1.06","1.4",,,650859,1,7,"Bot",,,,,672275,,,4.293046874688594,-104.61901992116448,5.588715568071791,5.286192043812244,18.758472498616722,-21.63868617275325,"3.47","1.59",,,,"71.4",2235,"6",717090,643511,672275,527038,664029,605204,642731,596103,682641,572041,"54.46",,,,,,,,56,2,"Slider",3,2,3,2,2,3,3,2,"Standard","Standard",134,"0","0.03"
"CH","2023-08-07","89.4","-1.24","4.89","Ohtani, Shohei",660271,657277,,"ball",,,,,14,"Shohei Ohtani singles on a sharp ground ball to center fielder Luis Matos.","R","L","R","LAA","SF","B",,,2,0,2023,"-1.36","-0.21","0.87","1.26",,,,1,1,"Bot",,,,,672275,,,8.171147902816946,-129.95260802916508,-2.5001386736295723,-17.16112166504591,27.902207719248473,-34.21882964974993,"3.47","1.64",,,,"90.4",1538,"7",717090,657277,672275,527038,664029,605204,642731,596103,682641,572041,"53.49",,,,,,,,6,3,"Changeup",0,0,0,0,0,0,0,0,,"Standard",266,"0","0.09"
"SI","2023-08-07","82.8","-3.81","0.93","Ohtani, Shohei",660271,643511,,"foul",,,,,4,"Shohei Ohtani flies out sharply to right fielder AJ Pollock.","R","L","R","LAA","SF","S",,,0,0,2023,"0.08","-1.08","-0.64","2.28",,,650859,1,7,"Bot",,,,,672275,,,7.012465265620753,-119.71240814713006,11.731354566789438,-0.6207115783820759,24.047375252390324,-45.19354635869269,"3.47","1.61",289,"99.5",11,"82.1",1923,"6.3",717090,643511,672275,527038,664029,605204,642731,596103,682641,572041,"54.23",,,,,,,,56,1,"Sinker",3,2,3,2,2,3,3,2,,"Standard",334,"0","-0.05"
"CH","2023-08-07","89","-1.29","4.93","Ohtani, Shohei",660271,657277,,"ball",,,,,13,"Shohei Ohtani singles on a sharp ground ball to center fielder Luis Matos.","R","L","R","LAA","SF","B",,,1,0,2023,"-1.3","-0.45","-0.62","1.21",,,,1,1,"Bot",,,,,672275,,,4.4414638739272085,-129.52321681534573,-2.1233755420412987,-15.520137191359389,28.19008268251277,-36.94405690202437,"3.47","1.59",,,,"90",1411,"7",717090,657277,672275,527038,664029,605204,642731,596103,682641,572041,"53.54",,,,,,,,6,2,"Changeup",0,0,0,0,0,0,0,0,,"Standard",270,"0","0.042"
"SL","2023-08-07","85.3","-1.5","4.86","Ohtani, Shohei",660271,657277,,"ball",,,,,13,"Shohei Ohtani singles on a sharp ground ball to center fielder Luis Matos.","R","L","R","LAA","SF","B",,,0,0,2023,"0.86","-0.11","-0.42","1.22",,,,1,1,"Bot",,,,,672275,,,0.7977399869197184,-124.16377880917248,-1.9921266537488231,8.677934060704697,27.594320225126207,-33.07991543449704,"3.47","1.57",,,,"85.8",2501,"6.9",717090,657277,672275,527038,664029,605204,642731,596103,682641,572041,"53.63",,,,,,,,6,1,"Slider",0,0,0,0,0,0,0,0,,"Standard",46,"0","0.025"
"SL","2023-08-06","87.4","-1.09","5.47","Ohtani, Shohei",660271,682243,"strikeout","swinging_strike",,,,,14,"Shohei Ohtani strikes out swinging.","R","L","R","LAA","SEA","S",2,,1,2,2023,"0.18","0.41","0.32","1.31",,,,2,5,"Bot",,,,,663728,,,3.0269313384529672,-127.28100307261849,-4.703786257443397,1.2924470780250406,27.239672902106896,-26.91069957170836,"3.47","1.61",,,,"87.2",2519,"6.2",717101,682243,663728,645801,668942,553993,641487,687799,677594,686527,"54.31",,,"0",1,0,0,,39,4,"Slider",1,1,1,1,1,1,1,1,,"Standard",152,"-0.014","-0.074"
"SL","2023-08-06","87","-0.94","5.47","Ohtani, Shohei",660271,682243,,"ball",,,,,14,"Shohei Ohtani strikes out swinging.","R","L","R","LAA","SEA","B",,,0,2,2023,"0.25","-0.03","0.54","0.14",,,,2,5,"Bot",,,,,663728,,,3.0418129484310996,-126.62368184662398,-6.524739623160162,2.018663775815856,27.216526639589958,-31.339207005037036,"3.46","1.61",,,,"86.8",2551,"6.3",717101,682243,663728,645801,668942,553993,641487,687799,677594,686527,"54.23",,,,,,,,39,3,"Slider",1,1,1,1,1,1,1,1,,"Standard",113,"0","0.009"
"SL","2023-08-06","86.9","-1.11","5.46","Ohtani, Shohei",660271,682243,,"swinging_strike",,,,,14,"Shohei Ohtani strikes out swinging.","R","L","R","LAA","SEA","S",,,0,1,2023,"0.19","0.12","0.52","1.44",,,,2,5,"Bot",,,,,663728,,,3.517828843925779,-126.71214360224893,-3.8177320720835426,1.4628979851191115,22.55709284391589,-30.39235147642774,"3.47","1.61",,,,"87.6",2495,"6.3",717101,682243,663728,645801,668942,553993,641487,687799,677594,686527,"54.19",,,,,,,,39,2,"Slider",1,1,1,1,1,1,1,1,,"Standard",103,"0","-0.023"
"SL","2023-08-06","87.2","-1.09","5.52","Ohtani, Shohei",660271,682243,,"called_strike",,,,,9,"Shohei Ohtani strikes out swinging.","R","L","R","LAA","SEA","S",,,0,0,2023,"0.34","0.4","0.5","2.03",,,,2,5,"Bot",,,,,663728,,,3.142556773063597,-127.01433747562322,-3.028891412550115,2.9384526384171807,27.490285910261754,-27.460105750653057,"3.51","1.61",,,,"87",2441,"6.2",717101,682243,663728,645801,668942,553993,641487,687799,677594,686527,"54.28",,,,,,,,39,1,"Slider",1,1,1,1,1,1,1,1,,"Standard",130,"0","-0.017"
"SL","2023-08-06","87.9","-1.15","5.45","Ohtani, Shohei",660271,682243,"strikeout","swinging_strike",,,,,14,"Shohei Ohtani strikes out swinging.","R","L","R","LAA","SEA","S",2,,0,2,2023,"-0.01","0.18","0.69","1.13",,,650859,0,3,"Bot",,,,,663728,,,4.452947751067495,-128.00690295933026,-4.7651429162248045,-0.9313769867347346,25.056198123847174,-29.498796401577053,"3.47","1.61",,,,"87.9",2515,"6.1",717101,682243,663728,645801,668942,553993,641487,687799,677594,686527,"54.37",,,"0",1,0,0,,23,4,"Slider",1,1,1,1,1,1,1,1,,"Standard",176,"-0.037","-0.234"
"SL","2023-08-06","87.6","-1.22","5.36","Ohtani, Shohei",660271,682243,,"foul",,,,,9,"Shohei Ohtani strikes out swinging.","R","L","R","LAA","SEA","S",,,0,2,2023,"0.2","0.12","0.3","1.51",,,650859,0,3,"Bot",,,,,663728,,,3.228496677299918,-127.55782215565198,-3.4372209316689584,1.5475095616774799,25.857906997215302,-30.32774019348823,"3.47","1.61",,,,"87.6",2437,"6.2",717101,682243,663728,645801,668942,553993,641487,687799,677594,686527,"54.31",,,,,,,,23,3,"Slider",1,1,1,1,1,1,1,1,,"Standard",85,"0","0"
"FF","2023-08-06","96","-0.91","5.64","Ohtani, Shohei",660271,682243,,"foul",,,,,1,"Shohei Ohtani strikes out swinging.","R","L","R","LAA","SEA","S",,,0,1,2023,"-0.27","1.43","-0.35","3.09",,,650859,0,3,"Bot",,,,,663728,,,2.1016477573991112,-139.75902584416528,-4.345836814052363,-4.031987492486551,33.15257778059469,-12.70981267888914,"3.47","1.61",214,"85.6",59,"95.6",2537,"6.2",717101,682243,663728,645801,668942,553993,641487,687799,677594,686527,"54.33",,,,,,,,23,2,"4-Seam Fastball",1,1,1,1,1,1,1,1,,"Standard",194,"0","-0.064"
"ST","2023-08-06","81.4","-1.27","5.41","Ohtani, Shohei",660271,682243,,"called_strike",,,,,5,"Shohei Ohtani strikes out swinging.","R","L","R","LAA","SEA","S",,,0,0,2023,"1.19","-0.41","-0.25","2.81",,,650859,0,3,"Bot",,,,,663728,,,0.01817570017759329,-118.4440876743231,1.5899560964181445,11.084394019541554,24.49179096153498,-36.54827027262969,"3.46","1.61",,,,"80.8",2221,"6.1",717101,682243,663728,645801,668942,553993,641487,687799,677594,686527,"54.41",,,,,,,,23,1,"Sweeper",1,1,1,1,1,1,1,1,,"Standard",37,"0","-0.054"
"FF","2023-08-06","97.3","-0.96","5.63","Ohtani, Shohei",660271,682243,"single","hit_into_play",,,,,6,"Shohei Ohtani singles on a sharp line drive to center fielder Julio Rodriguez.","R","L","R","LAA","SEA","X",8,"line_drive",1,0,2023,"-0.37","1.52","0.3","2.19",,,,1,1,"Bot",140.61,69.74,,,663728,,,4.235194142150779,-141.49609094219514,-7.151920297792458,-5.963179335696712,32.38156953681596,-10.291064723733879,"3.47","1.61",276,"105.6",15,"97",2549,"6.2",717101,682243,663728,645801,668942,553993,641487,687799,677594,686527,"54.33",0.637,0.745,"0.9",1,1,0,5,7,2,"4-Seam Fastball",0,1,0,1,1,0,0,1,,"Standard",208,"0.026","0.238"
"CH","2023-08-06","88.1","-2.17","4.9","Ohtani, Shohei",660271,623437,"field_out","hit_into_play",,,,,13,"Shohei Ohtani grounds out, second baseman Josh Rojas to first baseman Mike Ford.","R","L","R","LAA","SEA","X",4,"ground_ball",3,1,2023,"-1.71","-0.16","-0.9","2.28",,,,1,8,"Bot",164.67,172.52,,,663728,,,6.6262699427340666,-128.04855988015288,0.14539928285635773,-20.192756066501197,28.126610784249078,-34.23199646754759,"3.47","1.61",14,"86.6",-8,"87.8",2168,"6.3",717101,623437,663728,645801,668942,553993,641487,687799,677594,686527,"54.19",0.123,0.111,"0",1,0,0,2,60,5,"Changeup",2,2,2,2,2,2,2,2,,"Standard",348,"-0.034","-0.273"
"SI","2023-08-06","96.1","-2.03","4.75","Ohtani, Shohei",660271,623437,,"ball",,,,,13,"Shohei Ohtani grounds out, second baseman Josh Rojas to first baseman Mike Ford.","R","L","R","LAA","SEA","B",,,2,1,2023,"-1.62","-0.2","-1.16","1.27",,,,1,8,"Bot",,,,,663728,,,5.977162248423565,-139.92046407982866,-3.1774915768802825,-22.663869574388084,31.269434855020254,-34.26408673143505,"3.46","1.61",,,,"96",2112,"6.2",717101,623437,663728,645801,668942,553993,641487,687799,677594,686527,"54.3",,,,,,,,60,4,"Sinker",2,2,2,2,2,2,2,2,,"Standard",257,"0","0.077"
"FF","2023-08-06","96.7","-0.88","5.83","Ohtani, Shohei",660271,682243,,"ball",,,,,11,"Shohei Ohtani singles on a sharp line drive to center fielder Julio Rodriguez.","R","L","R","LAA","SEA","B",,,0,0,2023,"-0.26","1.57","-0.1","4.66",,,,1,1,"Bot",,,,,663728,,,2.6486935115051335,-140.86626568273704,-1.1274301615687194,-4.0123435624002255,33.04039493530527,-11.308551670359316,"3.44","1.6",,,,"96.1",2628,"5.9",717101,682243,663728,645801,668942,553993,641487,687799,677594,686527,"54.56",,,,,,,,7,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,,"Standard",203,"0","0.025"
"SL","2023-08-06","83.9","-2.3","4.76","Ohtani, Shohei",660271,623437,,"called_strike",,,,,4,"Shohei Ohtani grounds out, second baseman Josh Rojas to first baseman Mike Ford.","R","L","R","LAA","SEA","S",,,2,0,2023,"0.98","0.51","-0.36","2.36",,,,1,8,"Bot",,,,,663728,,,2.527326178311219,-122.19096093042204,-0.1586147622327082,9.265964681622428,25.044974655196544,-27.249083419379826,"3.39","1.61",,,,"83.2",2606,"5.9",717101,623437,663728,645801,668942,553993,641487,687799,677594,686527,"54.6",,,,,,,,60,3,"Slider",2,2,2,2,2,2,2,2,,"Standard",64,"0","-0.039"
"SI","2023-08-06","96.2","-2.09","4.87","Ohtani, Shohei",660271,623437,,"ball",,,,,13,"Shohei Ohtani grounds out, second baseman Josh Rojas to first baseman Mike Ford.","R","L","R","LAA","SEA","B",,,1,0,2023,"-1.53","-0.11","-1.27","2.46",,,,1,8,"Bot",,,,,663728,,,5.623430117990098,-139.9960993564778,-0.5745607996641134,-21.35361389319542,31.52395184265882,-33.700269382044084,"3.47","1.58",,,,"95.9",1893,"6.1",717101,623437,663728,645801,668942,553993,641487,687799,677594,686527,"54.42",,,,,,,,60,2,"Sinker",2,2,2,2,2,2,2,2,,"Standard",251,"0","0.042"
"CH","2023-08-06","87.8","-2.16","4.73","Ohtani, Shohei",660271,623437,,"ball",,,,,14,"Shohei Ohtani grounds out, second baseman Josh Rojas to first baseman Mike Ford.","R","L","R","LAA","SEA","B",,,0,0,2023,"-1.67","-0.29","0.85","1.62",,,,1,8,"Bot",,,,,663728,,,10.701120050851017,-127.40031907815926,-0.7558721174255688,-20.38314916687153,27.018678023909928,-35.35032827602133,"3.44","1.61",,,,"87.4",2159,"6.3",717101,623437,663728,645801,668942,553993,641487,687799,677594,686527,"54.22",,,,,,,,60,1,"Changeup",2,2,2,2,2,2,2,2,,"Standard",271,"0","0.025"
