"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"FF","2023-09-19","94.1","2.72","5.19","Judge, Aaron",592450,579328,,"ball",,,,,14,"Aaron Judge singles on a sharp line drive to left fielder Daulton Varsho.","R","R","L","NYY","TOR","B",,,0,0,2023,"0.99","1.25","0.57","1.39",,,,1,1,"Bot",,,,,672386,,,-7.916604831765225,-136.71140860379677,-6.987146654808959,14.16760030246719,31.774096693772492,-15.053964303794189,"4.02","1.81",,,,"95.4",2184,"7.3",716520,579328,672386,624415,676914,656305,666182,662139,595281,543807,"53.23",,,,,,,,6,1,"4-Seam Fastball",0,1,0,1,1,0,0,1,"Strategic","Standard",124,"0","0.025"
"FF","2023-09-19","95.7","-2.62","5.2","Judge, Aaron",592450,554340,"strikeout","swinging_strike",,,,,5,"Aaron Judge strikes out swinging.","R","R","R","NYY","TOR","S",2,,2,2,2023,"-1.04","1.3","0.27","2.52",,,518934,0,6,"Bot",,,,,672386,,,9.877321407548992,-138.97267737404286,-4.300788497222782,-15.759287337921506,33.114710479810114,-14.545063300363466,"3.97","1.82",,,,"94.5",2581,"5.8",716520,554340,672386,624415,676914,656305,666182,662139,595281,543807,"54.68",,,"0",1,0,0,,46,5,"4-Seam Fastball",1,4,1,4,4,1,1,4,"Standard","Standard",233,"-0.042","-0.314"
"SL","2023-09-19","90","-2.65","5.23","Judge, Aaron",592450,554340,,"called_strike",,,,,8,"Aaron Judge strikes out swinging.","R","R","R","NYY","TOR","S",,,2,1,2023,"0.15","0.64","0.1","1.99",,,518934,0,6,"Bot",,,,,672386,,,6.478029588091912,-130.9850426074725,-3.4420685429992925,0.41273163486603975,26.84038884496208,-24.270410024514792,"4.1","1.94",,,,"89.6",2536,"6",716520,554340,672386,624415,676914,656305,666182,662139,595281,543807,"54.52",,,,,,,,46,4,"Slider",1,4,1,4,4,1,1,4,"Standard","Standard",206,"0","-0.083"
"CU","2023-09-19","83.7","-2.65","5.35","Judge, Aaron",592450,554340,,"ball",,,,,14,"Aaron Judge strikes out swinging.","R","R","R","NYY","TOR","B",,,1,1,2023,"1","0.01","1.11","2.67",,,518934,0,6,"Bot",,,,,672386,,,6.653679159173409,-121.70191860796767,0.22789165777754827,8.64608780904391,24.215496461037276,-32.39087439209258,"4.05","1.81",,,,"83.1",2882,"6",716520,554340,672386,624415,676914,656305,666182,662139,595281,543807,"54.5",,,,,,,,46,3,"Curveball",1,4,1,4,4,1,1,4,"Standard","Standard",87,"0","0.063"
"CU","2023-09-19","80.3","-0.5","5.92","Judge, Aaron",592450,663878,"single","hit_into_play",,,,,5,"Aaron Judge singles on a line drive to center fielder Kevin Kiermaier.","R","R","R","NYY","TOR","X",8,"line_drive",1,1,2023,"1.13","-0.9","0.16","3.15",,,,0,9,"Bot",107.67,99.35,,,672386,,,-0.6975644959824512,-116.86172256578374,2.35399346885374,10.427116404334738,23.944121568185142,-41.10685828503206,"3.97","1.82",150,"78.8",16,"80.8",2676,"6.8",716520,663878,672386,624415,669289,656305,666182,662139,595281,543807,"53.65",0.891,0.837,"0.9",1,1,0,4,69,3,"Curveball",1,7,1,7,7,1,1,7,"Strategic","Standard",41,"0.004","0.397"
"CU","2023-09-19","81","-0.59","5.91","Judge, Aaron",592450,663878,,"ball",,,,,13,"Aaron Judge singles on a line drive to center fielder Kevin Kiermaier.","R","R","R","NYY","TOR","B",,,0,1,2023,"1.11","-1.17","-1.63","2.46",,,,0,9,"Bot",,,,,672386,,,-4.466237895080708,-117.75284089743674,1.2653076632172495,11.16433627513419,25.097582924765952,-43.47365908780739,"4.07","1.89",,,,"80.8",2660,"6.5",716520,663878,672386,624415,669289,656305,666182,662139,595281,543807,"54.04",,,,,,,,69,2,"Curveball",1,7,1,7,7,1,1,7,,"Standard",46,"0","0.028"
"CU","2023-09-19","83.6","-2.5","5.33","Judge, Aaron",592450,554340,,"ball",,,,,14,"Aaron Judge strikes out swinging.","R","R","R","NYY","TOR","B",,,0,1,2023,"1.02","-0.16","1.46","2.03",,,518934,0,6,"Bot",,,,,672386,,,7.098817350789498,-121.57352668910644,-0.849688832863664,8.790954029961464,23.512568588517478,-33.815917853515096,"4.1","1.87",,,,"83.6",2833,"6.3",716520,554340,672386,624415,676914,656305,666182,662139,595281,543807,"54.24",,,,,,,,46,2,"Curveball",1,4,1,4,4,1,1,4,"Standard","Standard",80,"0","0.036"
"CU","2023-09-19","84.9","-2.87","5.23","Judge, Aaron",592450,554340,,"swinging_strike",,,,,8,"Aaron Judge strikes out swinging.","R","R","R","NYY","TOR","S",,,0,0,2023,"0.8","-0.01","0.24","1.85",,,518934,0,6,"Bot",,,,,672386,,,5.6879552533055575,-123.65798220096947,-1.6293004602605452,7.169023835057569,23.2275150362515,-32.15478568832328,"3.97","1.82",,,,"85.4",2732,"6.4",716520,554340,672386,624415,676914,656305,666182,662139,595281,543807,"54.1",,,,,,,,46,1,"Curveball",1,4,1,4,4,1,1,4,"Standard","Standard",103,"0","-0.054"
"FF","2023-09-19","98","-0.73","5.56","Judge, Aaron",592450,663878,,"foul",,,,,6,"Aaron Judge singles on a line drive to center fielder Kevin Kiermaier.","R","R","R","NYY","TOR","S",,,0,0,2023,"-0.37","1.34","0.49","2.51",,,,0,9,"Bot",,,,,672386,,,4.199690281323865,-142.4719727191115,-5.8558457261586065,-6.0618970981237865,36.21766924968386,-12.832477022420887,"3.97","1.82",4,"62.8",-33,"98.7",2282,"7",716520,663878,672386,624415,669289,656305,666182,662139,595281,543807,"53.53",,,,,,,,69,1,"4-Seam Fastball",1,7,1,7,7,1,1,7,,"Standard",210,"0","-0.038"
"CU","2023-09-17","81.9","-2.13","5.86","Judge, Aaron",592450,656578,"field_out","hit_into_play",,,,,9,"Aaron Judge grounds out, third baseman Ke'Bryan Hayes to first baseman Jared Triolo.","R","R","R","PIT","NYY","X",5,"ground_ball",2,2,2023,"0.58","-1.18","0.82","1.82",,518934,,0,6,"Top",99.64,170.33,,,641511,,,5.560741305748834,-119.07396101770404,-0.2264029779726966,4.321425660749576,24.490434157862712,-43.49305232132066,"3.97","1.82",2,"81.6",-42,"81.8",2349,"6.4",716551,656578,641511,669707,678894,663647,675961,656582,669261,609280,"54.07",0.08,0.072,"0",1,0,0,2,38,5,"Curveball",2,1,1,2,1,2,1,2,"Standard","Standard",20,"0.068","-0.215"
"CH","2023-09-17","87.4","-1.98","5.91","Judge, Aaron",592450,656578,,"ball",,,,,14,"Aaron Judge grounds out, third baseman Ke'Bryan Hayes to first baseman Jared Triolo.","R","R","R","PIT","NYY","B",,,1,2,2023,"-1.14","0.77","0.04","0.97",,518934,,0,6,"Top",,,,,641511,,,7.265118361897636,-126.97277601265888,-7.372954247340346,-13.845874285466493,26.195796803774194,-22.438045613522803,"4.1","1.82",,,,"87.8",1730,"6.7",716551,656578,641511,669707,678894,663647,675961,656582,669261,609280,"53.84",,,,,,,,38,4,"Changeup",2,1,1,2,1,2,1,2,"Standard","Standard",244,"0","0.046"
"CU","2023-09-17","81.4","-2","5.85","Judge, Aaron",592450,656578,,"foul",,,,,5,"Aaron Judge grounds out, third baseman Ke'Bryan Hayes to first baseman Jared Triolo.","R","R","R","PIT","NYY","S",,,1,1,2023,"0.71","-1.22","0.08","3.03",,518934,,0,6,"Top",,,,,641511,,,3.3177966373243435,-118.49619139241183,2.659094114784142,5.988747724217839,23.6460144515947,-44.431556507510926,"3.97","1.82",183,"69.7",36,"81.6",2274,"6.5",716551,656578,641511,669707,678894,663647,675961,656582,669261,609280,"53.98",,,,,,,,38,3,"Curveball",2,1,1,2,1,2,1,2,"Standard","Standard",24,"0","-0.089"
"FF","2023-09-17","95.5","-1.68","6.05","Judge, Aaron",592450,656578,,"called_strike",,,,,14,"Aaron Judge grounds out, third baseman Ke'Bryan Hayes to first baseman Jared Triolo.","R","R","R","PIT","NYY","S",,,1,0,2023,"-0.46","1.32","0.89","2.44",,518934,,0,6,"Top",,,,,641511,,,7.86599459436251,-138.85207730029265,-6.913076597381737,-7.714365007365961,30.15214810904209,-13.730463395414914,"3.97","1.92",,,,"96.4",2158,"6.8",716551,656578,641511,669707,678894,663647,675961,656582,669261,609280,"53.71",,,,,,,,38,2,"4-Seam Fastball",2,1,1,2,1,2,1,2,"Standard","Standard",215,"0","-0.082"
"CU","2023-09-17","80.7","-2.21","5.83","Judge, Aaron",592450,656578,,"ball",,,,,2,"Aaron Judge grounds out, third baseman Ke'Bryan Hayes to first baseman Jared Triolo.","R","R","R","PIT","NYY","B",,,0,0,2023,"0.85","-1.15","0.08","3.83",,518934,,0,6,"Top",,,,,641511,,,3.4610175092846593,-117.3768331126332,4.455171395000108,7.158039156474186,23.83259103223329,-43.86265011638751,"3.95","1.87",,,,"80.7",2315,"6.5",716551,656578,641511,669707,678894,663647,675961,656582,669261,609280,"54.03",,,,,,,,38,1,"Curveball",2,1,1,2,1,2,1,2,"Standard","Standard",26,"0","0.048"
"FF","2023-09-17","95.5","-1.54","6.15","Judge, Aaron",592450,656578,"field_out","hit_into_play",,,,,4,"Aaron Judge grounds out, shortstop Alika Williams to first baseman Jared Triolo.","R","R","R","PIT","NYY","X",6,"ground_ball",0,0,2023,"-0.83","1.12","-0.47","3.12",,,,0,4,"Top",110.85,149.65,,,641511,,,4.741889138755862,-138.95990740107467,-4.8838109476454505,-11.80951021772531,31.829193842583674,-16.78227922832403,"3.97","1.82",37,"93.2",-2,"96.2",2224,"6.7",716551,656578,641511,669707,678894,663647,675961,656582,669261,609280,"53.78",0.294,0.302,"0",1,0,0,2,22,1,"4-Seam Fastball",1,0,0,1,0,1,0,1,"Standard","Standard",215,"0.028","-0.238"
"SL","2023-09-17","88.8","-1.45","5.84","Judge, Aaron",592450,681882,"field_out","hit_into_play",,,,,6,"Aaron Judge grounds out, shortstop Alika Williams to first baseman Jared Triolo.","R","R","R","PIT","NYY","X",6,"ground_ball",2,1,2023,"0.21","0.56","0.4","2.78",,,,1,1,"Top",115.01,155.11,,,641511,,,4.1262341734473615,-129.39961940169613,-2.6580629348788687,1.4858432737944076,26.038813572329058,-25.53894874610825,"3.97","1.82",8,"64",-19,"89.6",2542,"6.6",716551,681882,641511,669707,678894,663647,675961,656582,669261,609280,"53.9",0.049,0.044,"0",1,0,0,2,2,4,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",96,"0.015","-0.196"
"FF","2023-09-17","95.6","-2.07","5.28","Judge, Aaron",592450,669387,"strikeout","swinging_strike",,,,,3,"Aaron Judge strikes out swinging.","R","R","R","PIT","NYY","S",2,,0,2,2023,"-0.78","1.12","0.34","3.47",,,,1,8,"Top",,,,,641511,,,8.154842085142302,-139.01903890531278,-1.6729489458932814,-11.835716983253354,29.57719695011041,-17.46286638875742,"3.97","1.82",,,,"96.3",2177,"6.6",716551,669387,641511,669707,678894,663647,675961,669261,678225,609280,"53.87",,,"0",1,0,0,,58,3,"4-Seam Fastball",3,2,2,3,2,3,2,3,"Standard","Standard",227,"0.039","-0.107"
"CU","2023-09-17","81.6","-1.42","5.96","Judge, Aaron",592450,681882,,"ball",,,,,11,"Aaron Judge grounds out, shortstop Alika Williams to first baseman Jared Triolo.","R","R","R","PIT","NYY","B",,,1,1,2023,"0.97","-1.29","-1.61","3.52",,,,1,1,"Top",,,,,641511,,,-2.3190408202045183,-118.72399599035445,3.6667527455702245,9.63114719614367,25.05675976514145,-45.31111997985868,"3.9","1.65",,,,"81.4",2423,"6.4",716551,681882,641511,669707,678894,663647,675961,656582,669261,609280,"54.12",,,,,,,,2,3,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",22,"0","0.034"
"FC","2023-09-17","91.6","-2.37","5","Judge, Aaron",592450,669387,,"swinging_strike",,,,,14,"Aaron Judge strikes out swinging.","R","R","R","PIT","NYY","S",,,0,1,2023,"-0.12","0.39","1.06","2.19",,,,1,8,"Top",,,,,641511,,,8.960235545583583,-133.20166646366596,-2.145893646937014,-3.163866853588889,24.886742079135306,-27.27583627529408,"3.97","1.82",,,,"92.5",2389,"6.6",716551,669387,641511,669707,678894,663647,675961,669261,678225,609280,"53.92",,,,,,,,58,2,"Cutter",3,2,2,3,2,3,2,3,"Standard","Standard",203,"0","-0.036"
"CU","2023-09-17","82.9","-1.39","5.96","Judge, Aaron",592450,681882,,"ball",,,,,14,"Aaron Judge grounds out, shortstop Alika Williams to first baseman Jared Triolo.","R","R","R","PIT","NYY","B",,,0,1,2023,"0.93","-1.33","0.52","0.19",,,,1,1,"Top",,,,,641511,,,2.55247564470715,-120.6453301215486,-4.066284141726075,8.48655929776762,25.43824113564833,-44.4370401567213,"4","1.82",,,,"83",2525,"6.5",716551,681882,641511,669707,678894,663647,675961,656582,669261,609280,"53.96",,,,,,,,2,2,"Curveball",0,0,0,0,0,0,0,0,"Standard","Standard",22,"0","0.019"
"SI","2023-09-17","96.7","-1.41","5.84","Judge, Aaron",592450,681882,,"called_strike",,,,,7,"Aaron Judge grounds out, shortstop Alika Williams to first baseman Jared Triolo.","R","R","R","PIT","NYY","S",,,0,0,2023,"-1.13","1.07","-0.54","1.75",,,,1,1,"Top",,,,,641511,,,4.937683622114381,-140.7263125107815,-7.908105358330945,-16.151818547500678,29.091367901791333,-16.365694058381777,"4.08","1.82",,,,"97.8",2194,"6.7",716551,681882,641511,669707,678894,663647,675961,656582,669261,609280,"53.78",,,,,,,,2,1,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",214,"0","-0.026"
"FF","2023-09-17","95.7","-2.27","5.02","Judge, Aaron",592450,669387,,"called_strike",,,,,7,"Aaron Judge strikes out swinging.","R","R","R","PIT","NYY","S",,,0,0,2023,"-0.8","1.01","-0.31","2.3",,,,1,8,"Top",,,,,641511,,,7.012021341186514,-139.26783031462722,-3.8673710063173075,-11.992180622022879,29.965131686184808,-18.31179146317345,"4.03","1.82",,,,"96.3",2173,"6.5",716551,669387,641511,669707,678894,663647,675961,669261,678225,609280,"53.97",,,,,,,,58,1,"4-Seam Fastball",3,2,2,3,2,3,2,3,"Standard","Standard",222,"0","-0.026"
"FF","2023-09-16","97.5","-1.46","5.23","Judge, Aaron",592450,682847,"walk","ball",,,,,14,"Aaron Judge walks.","R","R","R","PIT","NYY","B",,,3,0,2023,"-0.78","1.15","2.21","1.68",,,,1,4,"Top",,,,,682848,,,11.73645317176762,-141.39640084476957,-6.748281471543385,-12.984776034581804,30.65707260077911,-15.27391649858721,"3.96","1.86",,,,"98.3",2301,"6.8",716563,682847,682848,663845,678225,663647,678894,668804,669261,641943,"53.69",,,"0.7",1,0,0,,35,4,"4-Seam Fastball",3,4,4,3,4,3,4,3,"Standard","Standard",227,"-0.025","0.109"
"CH","2023-09-16","90.7","-1.61","5.01","Judge, Aaron",592450,682847,,"ball",,,,,13,"Aaron Judge walks.","R","R","R","PIT","NYY","B",,,2,0,2023,"-1.25","0.19","-1","1.55",,,,1,4,"Top",,,,,682848,,,4.259747183947034,-132.01074404974037,-3.155607854188315,-15.53233932406796,27.915193623109484,-29.45390262218996,"3.96","1.81",,,,"91.7",1670,"6.9",716563,682847,682848,663845,678225,663647,678894,668804,669261,641943,"53.63",,,,,,,,35,3,"Changeup",3,4,4,3,4,3,4,3,"Standard","Standard",241,"0","0.09"
"SI","2023-09-16","97.2","-1.6","5.07","Judge, Aaron",592450,682847,,"ball",,,,,14,"Aaron Judge walks.","R","R","R","PIT","NYY","B",,,1,0,2023,"-1.29","0.09","0.93","1.13",,,,1,4,"Top",,,,,682848,,,9.805183488107762,-141.19796477306397,-5.269739537014075,-19.48338299107931,30.888676093793688,-29.977315996235852,"3.96","1.73",,,,"98",2172,"6.7",716563,682847,682848,663845,678225,663647,678894,668804,669261,641943,"53.76",,,,,,,,35,2,"Sinker",3,4,4,3,4,3,4,3,"Standard","Standard",230,"0","0.042"
"FF","2023-09-16","96.5","-1.71","5.19","Judge, Aaron",592450,682847,,"ball",,,,,12,"Aaron Judge walks.","R","R","R","PIT","NYY","B",,,0,0,2023,"-0.74","0.96","0.86","3.9",,,,1,4,"Top",,,,,682848,,,8.567558923707544,-140.35088224769015,-0.06410943964990945,-11.58424106020714,29.51230131302388,-19.64297037099446,"3.96","1.73",,,,"97.5",2377,"6.7",716563,682847,682848,663845,678225,663647,678894,668804,669261,641943,"53.75",,,,,,,,35,1,"4-Seam Fastball",3,4,4,3,4,3,4,3,"Standard","Standard",228,"0","0.025"
"SI","2023-09-16","95.4","-1.69","4.93","Judge, Aaron",592450,682847,"walk","ball",,,,,14,"Aaron Judge walks.   DJ LeMahieu to 2nd.","R","R","R","PIT","NYY","B",,,3,0,2023,"-1.08","0.54","0.61","1.4",,,518934,1,2,"Top",,,,,682848,,,8.539794187363864,-138.60212113724668,-4.875067287122949,-15.82557390780093,30.500642589546743,-24.29433566912815,"3.96","1.78",,,,"96",2130,"6.7",716563,682847,682848,663845,678225,663647,678894,668804,669261,641943,"53.81",,,"0.7",1,0,0,,18,4,"Sinker",2,3,3,2,3,2,3,2,"Standard","Standard",229,"-0.032","0.147"
"SI","2023-09-16","94.5","-1.63","4.98","Judge, Aaron",592450,682847,,"ball",,,,,14,"Aaron Judge walks.   DJ LeMahieu to 2nd.","R","R","R","PIT","NYY","B",,,2,0,2023,"-1.06","0.62","0.33","1.48",,,518934,1,2,"Top",,,,,682848,,,7.532243751395059,-137.3751005669347,-4.84179630995387,-15.150764522989853,30.311751324423224,-23.425921409867748,"3.96","1.86",,,,"95.2",2136,"6.7",716563,682847,682848,663845,678225,663647,678894,668804,669261,641943,"53.77",,,,,,,,18,3,"Sinker",2,3,3,2,3,2,3,2,"Standard","Standard",232,"0","0.13"
"SI","2023-09-16","95.5","-1.4","5.08","Judge, Aaron",592450,682847,,"ball",,,,,14,"Aaron Judge walks.   DJ LeMahieu to 2nd.","R","R","R","PIT","NYY","B",,,1,0,2023,"-0.91","0.34","0.95","2.73",,,518934,1,2,"Top",,,,,682848,,,8.336996521606348,-138.9874048972673,-1.3738788065630232,-13.654882566289697,28.895031599603364,-27.705361836678026,"3.96","1.81",,,,"96.6",2167,"6.7",716563,682847,682848,663845,678225,663647,678894,668804,669261,641943,"53.76",,,,,,,,18,2,"Sinker",2,3,3,2,3,2,3,2,"Standard","Standard",230,"0","0.063"
"SL","2023-09-16","85.5","-1.71","5.3","Judge, Aaron",592450,682847,,"ball",,,,,11,"Aaron Judge walks.   DJ LeMahieu to 2nd.","R","R","R","PIT","NYY","B",,,0,0,2023,"0.23","-0.35","-1.77","3.18",,,518934,1,2,"Top",,,,,682848,,,-0.6257589406435751,-124.59116100271537,1.9875733857267106,2.5495432127493727,24.08803173104619,-36.45939720567571,"3.96","1.89",,,,"86.5",2331,"6.8",716563,682847,682848,663845,678225,663647,678894,668804,669261,641943,"53.73",,,,,,,,18,1,"Slider",2,3,3,2,3,2,3,2,,"Standard",95,"0","0.042"
"FC","2023-09-16","90.9","-1.26","5.95","Judge, Aaron",592450,676702,"walk","ball",,,,,14,"Aaron Judge walks.","R","R","R","PIT","NYY","B",,,3,2,2023,"0.62","0.36","1.35","0.91",,,,1,6,"Top",,,,,682848,,,5.247580609401903,-132.2485236520465,-7.559912738602413,6.300334577758429,26.313295507840024,-26.637743023960585,"3.89","1.71",,,,"91.7",2929,"6.6",716563,676702,682848,663845,678225,663647,678894,668804,669261,641943,"53.88",,,"0.7",1,0,0,,50,6,"Cutter",3,4,4,3,4,3,4,3,"Standard","Standard",149,"-0.026","0.227"
"FF","2023-09-16","95.6","-1.34","6.02","Judge, Aaron",592450,676702,,"ball",,,,,13,"Aaron Judge walks.","R","R","R","PIT","NYY","B",,,2,2,2023,"0.18","0.86","-1.18","2.48",,,,1,6,"Top",,,,,682848,,,0.030668392833810454,-139.16479723194288,-5.679594118633064,2.3588822573434465,31.952494783187543,-19.915972153127772,"3.87","1.84",,,,"95.9",2735,"6.5",716563,676702,682848,663845,678225,663647,678894,668804,669261,641943,"53.99",,,,,,,,50,5,"4-Seam Fastball",3,4,4,3,4,3,4,3,"Standard","Standard",190,"0","0.059"
"SL","2023-09-16","85.5","-1.29","5.82","Judge, Aaron",592450,676702,,"ball",,,,,14,"Aaron Judge walks.","R","R","R","PIT","NYY","B",,,1,2,2023,"1.2","0.53","1.08","0.81",,,,1,6,"Top",,,,,682848,,,3.202315531750724,-124.49375061795435,-6.667011177806371,11.84641638820078,24.444916984723818,-25.515020675357327,"3.79","1.81",,,,"86.3",2907,"6.7",716563,676702,682848,663845,678225,663647,678894,668804,669261,641943,"53.77",,,,,,,,50,4,"Slider",3,4,4,3,4,3,4,3,"Standard","Standard",71,"0","0.028"
"FC","2023-09-16","89.8","-1.3","5.98","Judge, Aaron",592450,676702,,"called_strike",,,,,7,"Aaron Judge walks.","R","R","R","PIT","NYY","S",,,1,1,2023,"0.7","0.3","-0.38","2.05",,,,1,6,"Top",,,,,682848,,,0.784265465083512,-130.8585530200141,-4.4280010745600915,7.903759577291575,25.56680666883932,-28.091404590365133,"3.96","1.81",,,,"89.9",2846,"6.1",716563,676702,682848,663845,678225,663647,678894,668804,669261,641943,"54.37",,,,,,,,50,3,"Cutter",3,4,4,3,4,3,4,3,"Standard","Standard",150,"0","-0.043"
"CH","2023-09-16","91.3","-1.71","5.05","Judge, Aaron",592450,682847,"strikeout","swinging_strike",,,,,13,"Aaron Judge strikes out swinging.","R","R","R","PIT","NYY","S",2,,1,2,2023,"-1.32","0.24","-0.1","1.35",,,518934,0,1,"Top",,,,,682848,,,6.941172458802333,-132.81300945852604,-3.9751342300481465,-17.066523011891007,29.153608270624147,-28.658950648216493,"3.96","1.8",,,,"92",1783,"6.8",716563,682847,682848,663845,678225,663647,678894,668804,669261,641943,"53.71",,,"0",1,0,0,,2,4,"Changeup",0,0,0,0,0,0,0,0,"Standard","Standard",241,"0.033","-0.247"
"FC","2023-09-16","91.7","-1.24","6.1","Judge, Aaron",592450,676702,,"foul",,,,,5,"Aaron Judge walks.","R","R","R","PIT","NYY","S",,,1,0,2023,"0.63","0.73","0.1","3.2",,,,1,6,"Top",,,,,682848,,,2.0362982071535356,-133.51884214786813,-3.0681905727728274,7.142646309796341,28.15177536371849,-23.00505343394185,"3.96","1.8",241,"85.9",51,"92",2773,"6.4",716563,676702,682848,663845,678225,663647,678894,668804,669261,641943,"54.09",,,,,,,,50,2,"Cutter",3,4,4,3,4,3,4,3,"Standard","Standard",168,"0","-0.031"
"SI","2023-09-16","96.2","-1.86","5.11","Judge, Aaron",592450,682847,,"called_strike",,,,,7,"Aaron Judge strikes out swinging.","R","R","R","PIT","NYY","S",,,1,1,2023,"-1.35","0.24","-0.33","1.64",,,518934,0,1,"Top",,,,,682848,,,7.142190198832681,-139.8292776385305,-4.172781912042079,-19.291203049166427,32.81218378052189,-28.202784732125124,"3.99","1.73",,,,"96.5",2267,"6.6",716563,682847,682848,663845,678225,663647,678894,668804,669261,641943,"53.89",,,,,,,,2,3,"Sinker",0,0,0,0,0,0,0,0,"Standard","Standard",227,"0","-0.088"
"SI","2023-09-16","95.3","-1.13","5.83","Judge, Aaron",592450,641672,"field_out","hit_into_play",,,,,8,"Aaron Judge grounds out, third baseman Ke'Bryan Hayes to first baseman Alfonso Rivas.","R","R","R","PIT","NYY","X",5,"ground_ball",0,0,2023,"-1.16","0.71","-0.11","2.11",,,,1,8,"Top",84.9,163.26,,,682848,,,5.2765019867723435,-138.60294749219628,-5.716023257456282,-16.124628810002353,31.063422056149317,-21.9900153871925,"3.96","1.8",5,"83.2",-22,"95.4",2187,"6.4",716563,641672,682848,663845,678225,663647,678894,668804,669261,641943,"54.09",0.063,0.06,"0",1,0,0,2,65,1,"Sinker",3,6,6,3,6,3,6,3,"Standard","Standard",213,"0.004","-0.169"
"SL","2023-09-16","86.9","-1.82","5.19","Judge, Aaron",592450,682847,,"called_strike",,,,,8,"Aaron Judge strikes out swinging.","R","R","R","PIT","NYY","S",,,1,0,2023,"-0.04","0.35","0.27","2.17",,,518934,0,1,"Top",,,,,682848,,,5.171553670342709,-126.65465347238118,-1.930923603454007,-1.2728907576887385,19.92945257624745,-28.170850932132318,"3.84","1.81",,,,"88.8",2403,"6.9",716563,682847,682848,663845,678225,663647,678894,668804,669261,641943,"53.61",,,,,,,,2,2,"Slider",0,0,0,0,0,0,0,0,"Standard","Standard",112,"0","-0.062"
"FF","2023-09-16","96","-1.23","6.22","Judge, Aaron",592450,676702,,"ball",,,,,13,"Aaron Judge walks.","R","R","R","PIT","NYY","B",,,0,0,2023,"-0.11","1.16","-1.11","2.59",,,,1,6,"Top",,,,,682848,,,0.5662715762774968,-139.6957073565053,-6.643468557732793,-1.6003836647428868,32.631717697953086,-15.67137873003772,"3.96","1.91",,,,"96.4",2591,"6.6",716563,676702,682848,663845,678225,663647,678894,668804,669261,641943,"53.92",,,,,,,,50,1,"4-Seam Fastball",3,4,4,3,4,3,4,3,"Standard","Standard",199,"0","0.025"
"SI","2023-09-16","96.8","-1.68","5.18","Judge, Aaron",592450,682847,,"ball",,,,,13,"Aaron Judge strikes out swinging.","R","R","R","PIT","NYY","B",,,0,0,2023,"-1.54","0.33","-0.14","1.03",,,518934,0,1,"Top",,,,,682848,,,7.6887706404267195,-140.7318736666813,-6.285670222397085,-22.221661465256393,32.569101282958975,-26.51673625839865,"3.96","1.89",,,,"97.3",2261,"6.7",716563,682847,682848,663845,678225,663647,678894,668804,669261,641943,"53.81",,,,,,,,2,1,"Sinker",0,0,0,0,0,0,0,0,,"Standard",228,"0","0.045"
"SL","2023-09-15","90.5","-2.21","5.42","Judge, Aaron",592450,670912,"strikeout","swinging_strike",,,,,14,"Aaron Judge strikes out swinging.","R","R","R","PIT","NYY","S",2,,3,2,2023,"0.55","0.49","1.03","1.8",,,665828,2,4,"Top",,,,,682848,,,7.033601817374471,-131.73470897619703,-4.265052524070278,5.065347270065632,25.376310795958478,-25.75812300434688,"3.96","1.82",,,,"92.3",2462,"7.1",716579,670912,682848,656582,678225,663647,678894,668804,669261,641943,"53.38",,,"0",1,0,0,,37,6,"Slider",2,1,1,2,1,2,1,2,"Standard","Standard",169,"0.029","-0.256"
"SL","2023-09-15","88.1","-2.38","5.49","Judge, Aaron",592450,670912,,"swinging_strike",,,,,8,"Aaron Judge strikes out swinging.","R","R","R","PIT","NYY","S",,,3,1,2023,"0.58","0.43","-0.1","2.45",,,665828,2,4,"Top",,,,,682848,,,4.411495744810167,-128.35161067168073,-2.27018994509348,5.675459236550166,23.44075012273899,-27.138252982767487,"3.96","1.82",,,,"90.2",2300,"7.2",716579,670912,682848,656582,678225,663647,678894,668804,669261,641943,"53.26",,,,,,,,37,5,"Slider",2,1,1,2,1,2,1,2,"Standard","Standard",187,"0","-0.079"
